seed,best_epoch,val_loss,val_acc,val_auc,val_prauc,val_sensitivity,val_specificity,test_loss,test_se,test_sp,test_mcc,test_acc,test_auc,test_f1,test_ba,test_prauc,test_ppv,test_npv
1,0,0.261278,0.6190,0.9213,0.9423,0.3333,1.0000,0.345051,0.2353,1.0000,0.2557,0.4091,0.8647,0.3810,0.6176,0.9489,1.0000,0.2778
